Hit List: Data Accesses Internal / ...

	Hits	Gross [microsec]	Net [microsec]	Gross [%]	Net [%]	Statement/Event	Program Called	Calling Program
	  1	              1	            0	    <0.01	      0	Close Cursor /SCWM/TMAPSTLOC	/SCWM/SAPLWME_BASICS_READ	/SCWM/SAPLWME_BASICS_READ
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_IM_DLV_SN_SP=========CP	/SCWM/CL_IM_DLV_SN_SP=========CP
	  1	             79	            0	    <0.01	      0	Abap Sql OIB01	SAPLOIB_QCI	SAPLOIB_QCI
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_IM_DLV_QM_SP=========CP	/SCWM/CL_IM_DLV_QM_SP=========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_DL_LOGFNAME==========CP	/SCDL/CL_DL_LOGFNAME==========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_IM_SP_EX_ASPECT======CP	/SCWM/CL_IM_SP_EX_ASPECT======CP
	  1	              1	            0	    <0.01	      0	Close Cursor /SCWM/TCAT	/SCWM/CL_AF_CORE_CUST=========CP	/SCWM/CL_AF_CORE_CUST=========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_IM_PRDO_ACTION_HU====CP	/SCWM/CL_IM_PRDO_ACTION_HU====CP
	  1	              1	            0	    <0.01	      0	Fetch SKB1	CL_REDB_SKB1==================CP	CL_REDB_SKB1==================CP
	  1	              1	            0	    <0.01	      0	Fetch T000K	SAPLGLCI	SAPLGLCI
	  1	             76	            0	    <0.01	      0	Fetch T001K	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
	  1	             75	            0	    <0.01	      0	Fetch T001	CL_FISK_BAR===================CP	CL_FISK_BAR===================CP
	  1	              1	            0	    <0.01	      0	Fetch FCOC_COGS_BA	CL_FCO_COGS_SPLIT_CONFIG======CP	CL_FCO_COGS_SPLIT_CONFIG======CP
	  1	              1	            0	    <0.01	      0	Fetch FCOT_COGS_LOG	CL_FCO_COGS_SPLIT_LOG=========CP	CL_FCO_COGS_SPLIT_LOG=========CP
	  1	             74	            0	    <0.01	      0	Abap Sql TCKM2	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
	  1	              1	            0	    <0.01	      0	Fetch J_3RNKS_TBSL	SAPLJ3RF_RWIN	SAPLJ3RF_RWIN
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_IM_DLV_ACTION_SP=====CP	/SCWM/CL_IM_DLV_ACTION_SP=====CP
	  1	             73	            0	    <0.01	      0	Abap Sql T001K	CL_FML_CVTYP_FACADE===========CP	CL_FML_CVTYP_FACADE===========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_EI_DLV_MD_SP=========CP	/SCWM/CL_EI_DLV_MD_SP=========CP
	  1	             70	            0	    <0.01	      0	Fetch TCKM2	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
	  1	             65	            0	    <0.01	      0	Fetch T001K	CL_FML_CVTYP_FACADE===========CP	CL_FML_CVTYP_FACADE===========CP
	  1	              1	            0	    <0.01	      0	Fetch FAGL_SPLIT_ACTC	CL_FAGL_SPLIT_SERVICES========CP	CL_FAGL_SPLIT_SERVICES========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_SP===================CP	/SCDL/CL_SP===================CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_SP_FD================CP	/SCDL/CL_SP_FD================CP
	  1	             82	            0	    <0.01	      0	Fetch T001	CL_FINS_CUST_CONSISTENCY_UTIL=CP	CL_FINS_CUST_CONSISTENCY_UTIL=CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_STOCK_ID=============CP	/SCWM/CL_STOCK_ID=============CP
	  1	            126	            0	    <0.01	      0	Fetch FINSC_CMP_VERSNC	CL_FINS_MA_DSUM_DAO===========CP	CL_FINS_MA_DSUM_DAO===========CP
	  1	              1	            0	    <0.01	      0	Close Cursor TQ32	SAPLCQTA	SAPLCQTA
	  1	            123	            0	    <0.01	      0	Abap Sql T001W	SAPLV01D	SAPLV01D
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_MFG_CONS=============CP	/SCWM/CL_MFG_CONS=============CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_SERVICE_OBJ_PROC=CP	/SCWM/CL_DLV_SERVICE_OBJ_PROC=CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_DATE=================CP	/SCDL/CL_DATE=================CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_PARTNER==============CP	/SCDL/CL_PARTNER==============CP
	  1	            120	            0	    <0.01	      0	Abap Sql TACE001	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_SP_PRD_INB===========CP	/SCDL/CL_SP_PRD_INB===========CP
	  1	            117	            0	    <0.01	      0	Abap Sql /SYCLO/CA000P	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	            114	            0	    <0.01	      0	Fetch /SYCLO/CA000G	/MFND/CL_CORE_OMDO_UTIL=======CP	/MFND/CL_CORE_OMDO_UTIL=======CP
	  1	              1	            0	    <0.01	      0	Fetch TCLA	SAPLCTMS	SAPLCTMS
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_SP_PRD_PWR===========CP	/SCDL/CL_SP_PRD_PWR===========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_SP_PRD===============CP	/SCDL/CL_SP_PRD===============CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_SP_PRD_OUT===========CP	/SCDL/CL_SP_PRD_OUT===========CP
	  1	             97	            0	    <0.01	      0	Abap Sql CKMLV	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_DB_READ_PRD======CP	/SCWM/CL_DLV_DB_READ_PRD======CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_DB_READ==========CP	/SCWM/CL_DLV_DB_READ==========CP
	  1	             95	            0	    <0.01	      0	Abap Sql T156SY	CL_MMIM_MAA_2=================CP	CL_MMIM_MAA_2=================CP
	  1	             91	            0	    <0.01	      0	Fetch CKMLV	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_DB_READ_FD=======CP	/SCWM/CL_DLV_DB_READ_FD=======CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_EI_PWR_SP_SRVMOD=====CP	/SCWM/CL_EI_PWR_SP_SRVMOD=====CP
	  1	             88	            0	    <0.01	      0	Abap Sql T001	CL_FINS_CUST_CONSISTENCY_UTIL=CP	CL_FINS_CUST_CONSISTENCY_UTIL=CP
	  1	             86	            0	    <0.01	      0	Fetch T156SY	CL_MMIM_MAA_2=================CP	CL_MMIM_MAA_2=================CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_PRD2HUM==========CP	/SCWM/CL_DLV_PRD2HUM==========CP
	  1	          1,683	            0	     0.02	      0	Abap Sql DD04L	RADBTDDF	RADBTDDF
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	SAPLCHRG	SAPLCHRG
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLCHRG	SAPLCHRG
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	SAPLASTAT_TRIG	SAPLASTAT_TRIG
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLSUU1	SAPLSUU1
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/SAPLWM_FUNC	/SCWM/SAPLWM_FUNC
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_AF_SERIALNUM_COMMON==CP	/SCWM/CL_AF_SERIALNUM_COMMON==CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/SAPLBIN_FUNC	/SCWM/SAPLBIN_FUNC
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLV01P	SAPLV01P
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLV01Z	SAPLV01Z
	  2	          2,308	            0	     0.03	      0	Abap Sql /SYCLO/CA003D	/SYCLO/CB_CORE_PERS_CA003D====CP	/SYCLO/CB_CORE_PERS_CA003D====CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	CL_IM_MM_OM1_COMP_CONS========CP	CL_IM_MM_OM1_COMP_CONS========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLEINS	SAPLEINS
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLMESC	SAPLMESC
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLV61A	SAPLV61A
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLCPE_FORMDOC_OB	SAPLCPE_FORMDOC_OB
	  1	          2,295	            0	     0.03	      0	Abap Sql CAWNT	SAPLCLSE	SAPLCLSE
	  1	          2,285	            0	     0.03	      0	Abap Sql CABNZ	SAPLCLSE	SAPLCLSE
	  2	          2,278	            0	     0.03	      0	Abap Sql /SYCLO/YCA002L	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  1	              1	            0	    <0.01	      0	Fetch /SCWM/TQIOT	/SCWM/CL_QCUST_SEL============CP	/SCWM/CL_QCUST_SEL============CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLCPE_FORMULA_ALL_OB	SAPLCPE_FORMULA_ALL_OB
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLCPE_FORMULA_OP	SAPLCPE_FORMULA_OP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLMBMV	SAPLMBMV
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLCKMD	SAPLCKMD
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLCKMO	SAPLCKMO
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLCKML	SAPLCKML
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLQPL1	SAPLQPL1
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	SAPLCLHI	SAPLCLHI
	  1	              1	            0	    <0.01	      0	Close Cursor TMC4	CL_NSDM_MMIM_READ_STOCK=======CP	CL_NSDM_MMIM_READ_STOCK=======CP
	  1	              1	            0	    <0.01	      0	Close Cursor T6B2F_WCB	CL_WB2_MB_REBATE_SETTLEMENT===CP	CL_WB2_MB_REBATE_SETTLEMENT===CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/LIME/SAPLRFC_QUERY	/LIME/SAPLRFC_QUERY
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	/MFND/CL_CORE_OMDO_UTIL=======CP	/MFND/CL_CORE_OMDO_UTIL=======CP
	  1	              1	            0	    <0.01	      0	Fetch /SYCLO/CA000X	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	          2,672	            0	     0.03	      0	Abap Sql /SAPAPO/MATLWH	/SAPAPO/SAPLMAT_MASTER	/SAPAPO/SAPLMAT_MASTER
	  1	          2,660	            0	     0.03	      0	Abap Sql ZI_PROCRULES	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  2	          2,552	            0	     0.03	      0	Abap Sql /SYCLO/CA003	/SYCLO/CB_CORE_PERS_CA003=====CP	/SYCLO/CB_CORE_PERS_CA003=====CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	/SMFND/CL_CORE_EXOBJ_TOOLS====CP	/SMFND/CL_CORE_EXOBJ_TOOLS====CP
	  1	              1	            0	    <0.01	      0	Close Cursor T6B2F_WCB	CL_WB2_MB_REBATE_SETTLEMENT===CP	CL_WB2_MB_REBATE_SETTLEMENT===CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/SAPL0HUCUST	/SCWM/SAPL0HUCUST
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/SAPLHUFUNC_BASIC	/SCWM/SAPLHUFUNC_BASIC
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	CL_SADL_TRACE=================CP	CL_SADL_TRACE=================CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	CL_SADL_TRACE_FACTORY=========CP	CL_SADL_TRACE_FACTORY=========CP
	  1	          2,398	            0	     0.03	      0	Abap Sql KLAH	SAPLCLSE	SAPLCLSE
	  1	          2,353	            0	     0.03	      0	Abap Sql CKMLPP	CL_FML_JOIN_CKMLPP_CR_BUFFER==CP	CL_FML_JOIN_CKMLPP_CR_BUFFER==CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/SAPLPI_APPL	/SCWM/SAPLPI_APPL
	  2	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLCTMS	SAPLCTMS
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	SAPLCTCU	SAPLCTCU
	  1	          2,086	            0	     0.03	      0	Abap Sql ACDOCA_M_EXTRACT	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_SP_MESSAGE_BOX=======CP	/SCDL/CL_SP_MESSAGE_BOX=======CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_DM_MESSAGE===========CP	/SCDL/CL_DM_MESSAGE===========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_DM_MESSAGE_EXTKEY====CP	/SCDL/CL_DM_MESSAGE_EXTKEY====CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_ADAPTER_STM==========CP	/SCDL/CL_ADAPTER_STM==========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_PRCODE===============CP	/SCDL/CL_PRCODE===============CP
	  1	          2,027	            0	     0.03	      0	Abap Sql ZI_WRAP_T030H	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	          1,985	            0	     0.03	      0	Abap Sql CKMLHD	SAPLCKMS	SAPLCKMS
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_ADAPTER_QO===========CP	/SCDL/CL_ADAPTER_QO===========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_ADAPTER_AUTHORITY====CP	/SCDL/CL_ADAPTER_AUTHORITY====CP
	  1	              1	            0	    <0.01	      0	Close Cursor BGRFC_CUST_I_SRV	CL_BGRFC_CUSTOMIZE_INBOUND====CP	CL_BGRFC_CUSTOMIZE_INBOUND====CP
	  1	          1,967	            0	     0.02	      0	Abap Sql V_MBEW_MD	CL_MBV_SELECT_MBEW============CP	CL_MBV_SELECT_MBEW============CP
	  1	              1	            0	    <0.01	      0	Close Cursor TSADVC_CLIDEP	CL_ADDR_TD_CFG_TSADVC_ALL=====CP	CL_ADDR_TD_CFG_TSADVC_ALL=====CP
	  1	              1	            0	    <0.01	      0	Close Cursor /SCWM/LOG_ACT	/SCWM/SAPLCORE_CUST_SEL	/SCWM/SAPLCORE_CUST_SEL
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_AUTHORITY========CP	/SCWM/CL_DLV_AUTHORITY========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_MANAGEMENT_FD====CP	/SCWM/CL_DLV_MANAGEMENT_FD====CP
	  1	              1	            0	    <0.01	      0	Close Cursor ASEXDOM	SAPLKKBL_EXT	SAPLKKBL_EXT
	  1	          1,889	            0	     0.02	      0	Abap Sql ZI_WRAP_SETLEAF	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_SR_SRV===========CP	/SCWM/CL_DLV_SR_SRV===========CP
	  1	          1,830	            0	     0.02	      0	Abap Sql V_MARC_MD_PER	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_SERVICE_PROC=====CP	/SCWM/CL_DLV_SERVICE_PROC=====CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_SERVICE_READ=====CP	/SCWM/CL_DLV_SERVICE_READ=====CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_SERVICE_HIERARCHYCP	/SCWM/CL_DLV_SERVICE_HIERARCHYCP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_SERVICE_KIT======CP	/SCWM/CL_DLV_SERVICE_KIT======CP
	  1	              1	            0	    <0.01	      0	Fetch /SCMB/TSLDPROD	/SCMB/CL_BUSINESS_SYSTEM======CP	/SCMB/CL_BUSINESS_SYSTEM======CP
	  1	          1,736	            0	     0.02	      0	Abap Sql /UTGFR/T_EXTCONF	/UTGFR/CL_DERIVE_FERCACC======CP	/UTGFR/CL_DERIVE_FERCACC======CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_DM_MESSAGE_NO========CP	/SCDL/CL_DM_MESSAGE_NO========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLQAAT	SAPLQAAT
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLMBGB	SAPLMBGB
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLMBXA	SAPLMBXA
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLL03A	SAPLL03A
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLLCMB	SAPLLCMB
	  1	              1	            0	    <0.01	      0	Close Cursor T001	CL_FINS_CUST_CONSISTENCY_UTIL=CP	CL_FINS_CUST_CONSISTENCY_UTIL=CP
	  1	          2,166	            0	     0.03	      0	Abap Sql V_MCHB_MD_PER	CL_NSDM_SELECT_MCHB===========CP	CL_NSDM_SELECT_MCHB===========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLVBWP	SAPLVBWP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	SAPLMG05	SAPLMG05
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	CL_NSDM_MMIM_READ_STOCK=======CP	CL_NSDM_MMIM_READ_STOCK=======CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	CL_MMIM_MAA_2=================CP	CL_MMIM_MAA_2=================CP
	  1	          2,150	            0	     0.03	      0	Abap Sql /SCWM/STOCK_IW02	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	CL_FINS_PRED_SERVICES=========CP	CL_FINS_PRED_SERVICES=========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	CL_PMMO_RTM===================CP	CL_PMMO_RTM===================CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	CL_MMIM_CROSS_SYSTEM==========CP	CL_MMIM_CROSS_SYSTEM==========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPMM07M	SAPMM07M
	  1	          2,141	            0	     0.03	      0	Abap Sql ZI_CONSTANTPARAMETERSF	ZCL_ACC_DOC_CREATE_ACKNOW=====CP	ZCL_ACC_DOC_CREATE_ACKNOW=====CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	SAPLTZN2	SAPLTZN2
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLERFC	SAPLERFC
	  1	          2,133	            0	     0.03	      0	Abap Sql FLOG_SUPLRITEM	CL_IM_FLOG_SRV_GR_BADI========CP	CL_IM_FLOG_SRV_GR_BADI========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SPE/SAPLIM_GENERIC_FUNCTIONS	/SPE/SAPLIM_GENERIC_FUNCTIONS
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_API_MESSAGE==========CP	/SCWM/CL_API_MESSAGE==========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_QDOC=================CP	/SCWM/CL_QDOC=================CP
	  1	          2,129	            0	     0.03	      0	Abap Sql MARA	/SCWM/CL_AF_MATERIAL_S4=======CP	/SCWM/CL_AF_MATERIAL_S4=======CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCMB/CL_DF_DOCFLOW2==========CP	/SCMB/CL_DF_DOCFLOW2==========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_PARALLEL_SRV=====CP	/SCWM/CL_DLV_PARALLEL_SRV=====CP
	  1	              0	            0	        0	      0	Insert BGRFC_O_DESTLOCK	CL_BGRFC_DB_HELPER============CP	CL_BGRFC_DB_HELPER============CP
